"city_id";"region_id";"country_id";"important";"title_ru";"title_en";"region_ru";"region_en";"area_ru";"area_en";"country_id";"title_ru";"title_en"
"3772363";"3767483";"119";"False";"Kampong Terana";"Kampong Terana";"Negeri Kedah";"Negeri Kedah";"";"";"119";"Малайзия";"Malaysia"
"3772229";"3767483";"119";"False";"Kampong Titi Akar";"Kampong Titi Akar";"Negeri Kedah";"Negeri Kedah";"";"";"119";"Малайзия";"Malaysia"
"3772218";"3767483";"119";"False";"Kampong Titi Bom";"Kampong Titi Bom";"Negeri Kedah";"Negeri Kedah";"";"";"119";"Малайзия";"Malaysia"
"3772206";"3767483";"119";"False";"Kampong Titi Teras";"Kampong Titi Teras";"Negeri Kedah";"Negeri Kedah";"";"";"119";"Малайзия";"Malaysia"
"3772065";"3767483";"119";"False";"Kampong To Saban";"Kampong To Saban";"Negeri Kedah";"Negeri Kedah";"";"";"119";"Малайзия";"Malaysia"
"3772182";"3767479";"119";"False";"Kampong Tok Belian";"Kampong Tok Belian";"Negeri Kelantan";"Negeri Kelantan";"";"";"119";"Малайзия";"Malaysia"
"4170935";"0";"120";"False";"Koyra Koumna";"Koyra Koumna";"";"";"";"";"120";"Мали";"Mali"
"4169408";"0";"120";"False";"Nyinya";"Nyinya";"";"";"";"";"120";"Мали";"Mali"
"3772181";"3767479";"119";"False";"Kampong Tok Betek";"Kampong Tok Betek";"Negeri Kelantan";"Negeri Kelantan";"";"";"119";"Малайзия";"Malaysia"
"3772174";"3767479";"119";"False";"Kampong Tok Chong";"Kampong Tok Chong";"Negeri Kelantan";"Negeri Kelantan";"";"";"119";"Малайзия";"Malaysia"
"3772131";"3767479";"119";"False";"Kampong Tok Kong";"Kampong Tok Kong";"Negeri Kelantan";"Negeri Kelantan";"";"";"119";"Малайзия";"Malaysia"
"3772564";"3767477";"119";"False";"Kampong Telok Salang";"Kampong Telok Salang";"Negeri Pahang";"Negeri Pahang";"";"";"119";"Малайзия";"Malaysia"
"3772591";"3767471";"119";"False";"Kampong Telok Pasu";"Kampong Telok Pasu";"Negeri Terengganu";"Negeri Terengganu";"";"";"119";"Малайзия";"Malaysia"
"4169806";"0";"120";"False";"Ngodila";"Ngodila";"";"";"";"";"120";"Мали";"Mali"
"3771898";"3767479";"119";"False";"Kampong Ulu Sat";"Kampong Ulu Sat";"Negeri Kelantan";"Negeri Kelantan";"";"";"119";"Малайзия";"Malaysia"
"3771977";"3767477";"119";"False";"Kampong Ulu Atok";"Kampong Ulu Atok";"Negeri Pahang";"Negeri Pahang";"";"";"119";"Малайзия";"Malaysia"
"3771909";"3767477";"119";"False";"Kampong Ulu Parit";"Kampong Ulu Parit";"Negeri Pahang";"Negeri Pahang";"";"";"119";"Малайзия";"Malaysia"
"3771888";"3767477";"119";"False";"Kampong Ulu Sungai";"Kampong Ulu Sungai";"Negeri Pahang";"Negeri Pahang";"";"";"119";"Малайзия";"Malaysia"
"3771934";"3767476";"119";"False";"Kampong Ulu Kenderong";"Kampong Ulu Kenderong";"Negeri Perak";"Negeri Perak";"";"";"119";"Малайзия";"Malaysia"
"3771894";"3767476";"119";"False";"Kampong Ulu Sendok";"Kampong Ulu Sendok";"Negeri Perak";"Negeri Perak";"";"";"119";"Малайзия";"Malaysia"
"3772113";"3767471";"119";"False";"Kampong Tok Motong";"Kampong Tok Motong";"Negeri Terengganu";"Negeri Terengganu";"";"";"119";"Малайзия";"Malaysia"
"3772104";"3767471";"119";"False";"Kampong Tok Pelam";"Kampong Tok Pelam";"Negeri Terengganu";"Negeri Terengganu";"";"";"119";"Малайзия";"Malaysia"
"3772267";"3767474";"119";"False";"Kampong Timbang";"Kampong Timbang";"State of Sabah";"State of Sabah";"";"";"119";"Малайзия";"Malaysia"
"3771673";"3767479";"119";"False";"Kubang Selak";"Kubang Selak";"Negeri Kelantan";"Negeri Kelantan";"";"";"119";"Малайзия";"Malaysia"
"3772266";"3767474";"119";"False";"Kampong Timbangayer";"Kampong Timbangayer";"State of Sabah";"State of Sabah";"";"";"119";"Малайзия";"Malaysia"
"3772263";"3767474";"119";"False";"Kampong Timbawang";"Kampong Timbawang";"State of Sabah";"State of Sabah";"";"";"119";"Малайзия";"Malaysia"
"3772014";"3767474";"119";"False";"Kampong Tungaring";"Kampong Tungaring";"State of Sabah";"State of Sabah";"";"";"119";"Малайзия";"Malaysia"
"3772009";"3767474";"119";"False";"Kampong Tunggau";"Kampong Tunggau";"State of Sabah";"State of Sabah";"";"";"119";"Малайзия";"Malaysia"
"3831532";"3993231";"229";"False";"Yuza";"Yuza";"Yamagata-ken";"Yamagata-ken";"";"";"229";"Япония";"Japan"
"4171693";"0";"120";"False";"Kodougouni";"Kodougouni";"";"";"";"";"120";"Мали";"Mali"
"3771848";"3767479";"119";"False";"Kampong Wakaf Setan";"Kampong Wakaf Setan";"Negeri Kelantan";"Negeri Kelantan";"";"";"119";"Малайзия";"Malaysia"
"3768691";"3767479";"119";"False";"Kampung Buluh Galah";"Kampung Buluh Galah";"Negeri Kelantan";"Negeri Kelantan";"";"";"119";"Малайзия";"Malaysia"
"3772042";"3767477";"119";"False";"Kampong Tualang Lebah";"Kampong Tualang Lebah";"Negeri Pahang";"Negeri Pahang";"";"";"119";"Малайзия";"Malaysia"
"3767461";"3767477";"119";"False";"Kampung Batu Garang";"Kampung Batu Garang";"Negeri Pahang";"Negeri Pahang";"";"";"119";"Малайзия";"Malaysia"
"3768167";"3767477";"119";"False";"Kampung Busut";"Kampung Busut";"Negeri Pahang";"Negeri Pahang";"";"";"119";"Малайзия";"Malaysia"
"3767247";"3767477";"119";"False";"Kampung Dong";"Kampung Dong";"Negeri Pahang";"Negeri Pahang";"";"";"119";"Малайзия";"Malaysia"
"3769081";"3767475";"119";"False";"Kampung Cheremai";"Kampung Cheremai";" Pauh";" Pauh";"Negeri Perlis";"Negeri Perlis";"119";"Малайзия";"Malaysia"
"3771835";"3767482";"119";"False";"Kampong Wan Chik";"Kampong Wan Chik";"Negeri Pulau Pinang";"Negeri Pulau Pinang";"";"";"119";"Малайзия";"Malaysia"
"3779905";"3767472";"119";"False";"Kampung Bukit Belimbing";"Kampung Bukit Belimbing";"Negeri Selangor";"Negeri Selangor";"";"";"119";"Малайзия";"Malaysia"
"3772018";"3767471";"119";"False";"Kampong Tuman";"Kampong Tuman";"Negeri Terengganu";"Negeri Terengganu";"";"";"119";"Малайзия";"Malaysia"
"3769202";"3767471";"119";"False";"Kampung Bari Besar";"Kampung Bari Besar";"Negeri Terengganu";"Negeri Terengganu";"";"";"119";"Малайзия";"Malaysia"
"3780035";"3767471";"119";"False";"Kampung Bintang";"Kampung Bintang";"Negeri Terengganu";"Negeri Terengganu";"";"";"119";"Малайзия";"Malaysia"
"3767845";"3767474";"119";"False";"Keningau";"Keningau";"State of Sabah";"State of Sabah";"";"";"119";"Малайзия";"Malaysia"
"3768710";"3767479";"119";"False";"Kampung Kenanga";"Kampung Kenanga";"Negeri Kelantan";"Negeri Kelantan";"";"";"119";"Малайзия";"Malaysia"
"3768518";"3767477";"119";"False";"Kampung Kempadang";"Kampung Kempadang";"Negeri Pahang";"Negeri Pahang";"";"";"119";"Малайзия";"Malaysia"
"3768350";"3767477";"119";"False";"Kampung Kuala Cini";"Kampung Kuala Cini";"Negeri Pahang";"Negeri Pahang";"";"";"119";"Малайзия";"Malaysia"
"3768435";"3767477";"119";"False";"Kampung Lubuk Mandi";"Kampung Lubuk Mandi";"Negeri Pahang";"Negeri Pahang";"";"";"119";"Малайзия";"Malaysia"
"3768641";"3767476";"119";"False";"Kampung Kubang Haji";"Kampung Kubang Haji";"Negeri Perak";"Negeri Perak";"";"";"119";"Малайзия";"Malaysia"
"3768974";"3767475";"119";"False";"Kampung Guar Ipoh";"Kampung Guar Ipoh";" Pauh";" Pauh";"Negeri Perlis";"Negeri Perlis";"119";"Малайзия";"Malaysia"
"3768979";"3767475";"119";"False";"Kampung Guring";"Kampung Guring";" Pauh";" Pauh";"Negeri Perlis";"Negeri Perlis";"119";"Малайзия";"Malaysia"
"3769020";"3767475";"119";"False";"Kampung Mata Ayer";"Kampung Mata Ayer";" Pauh";" Pauh";"Negeri Perlis";"Negeri Perlis";"119";"Малайзия";"Malaysia"
"3780916";"3767472";"119";"False";"Kampung Baharu";"Kampung Baharu";"Negeri Selangor";"Negeri Selangor";"";"";"119";"Малайзия";"Malaysia"
"3767431";"3767471";"119";"False";"Kampung Air Putih";"Kampung Air Putih";"Negeri Terengganu";"Negeri Terengganu";"";"";"119";"Малайзия";"Malaysia"
"3767982";"3767471";"119";"False";"Kampung Jagin";"Kampung Jagin";"Negeri Terengganu";"Negeri Terengganu";"";"";"119";"Малайзия";"Malaysia"
"3769475";"3767473";"119";"False";"Kampung Lansat";"Kampung Lansat";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"4170826";"0";"120";"False";"Lérono";"Lérono";"";"";"";"";"120";"Мали";"Mali"
"3769339";"3767473";"119";"False";"Kampung Manggut";"Kampung Manggut";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3774482";"3767479";"119";"False";"Kampung Salor";"Kampung Salor";"Negeri Kelantan";"Negeri Kelantan";"";"";"119";"Малайзия";"Malaysia"
"3768323";"3767477";"119";"False";"Kampung Merlak";"Kampung Merlak";"Negeri Pahang";"Negeri Pahang";"";"";"119";"Малайзия";"Malaysia"
"3768331";"3767477";"119";"False";"Kampung Pelak";"Kampung Pelak";"Negeri Pahang";"Negeri Pahang";"";"";"119";"Малайзия";"Malaysia"
"3768335";"3767477";"119";"False";"Kampung Pulau Lanjut";"Kampung Pulau Lanjut";"Negeri Pahang";"Negeri Pahang";"";"";"119";"Малайзия";"Malaysia"
"3769010";"3767475";"119";"False";"Kampung Rambai";"Kampung Rambai";" Pauh";" Pauh";"Negeri Perlis";"Negeri Perlis";"119";"Малайзия";"Malaysia"
"3769054";"3767475";"119";"False";"Kampung Sentang";"Kampung Sentang";" Pauh";" Pauh";"Negeri Perlis";"Negeri Perlis";"119";"Малайзия";"Malaysia"
"3767974";"3767471";"119";"False";"Kampung Kasar";"Kampung Kasar";"Negeri Terengganu";"Negeri Terengganu";"";"";"119";"Малайзия";"Malaysia"
"3771495";"3767474";"119";"False";"Mandalom";"Mandalom";"State of Sabah";"State of Sabah";"";"";"119";"Малайзия";"Malaysia"
"3768767";"3767473";"119";"False";"Kampung Kakai";"Kampung Kakai";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3769480";"3767473";"119";"False";"Kampung Perigi";"Kampung Perigi";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3768768";"3767473";"119";"False";"Kampung Ponggor";"Kampung Ponggor";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3869175";"3767473";"119";"False";"Kampung Semarang";"Kampung Semarang";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3771736";"3767473";"119";"False";"Kerangan Mong";"Kerangan Mong";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3774874";"3767915";"119";"False";"Kampung Pulau Buah";"Kampung Pulau Buah";"Wilayah Persekutuan Labuan";"Wilayah Persekutuan Labuan";"";"";"119";"Малайзия";"Malaysia"
"4171688";"0";"120";"False";"Kofala";"Kofala";"";"";"";"";"120";"Мали";"Mali"
"4170936";"0";"120";"False";"Koyo";"Koyo";"";"";"";"";"120";"Мали";"Mali"
"3767379";"3767484";"119";"False";"Kampung Yap Tow Sah";"Kampung Yap Tow Sah";"Negeri Johor";"Negeri Johor";"";"";"119";"Малайзия";"Malaysia"
"3771791";"3767484";"119";"False";"Kangkar Ayer Masin";"Kangkar Ayer Masin";"Negeri Johor";"Negeri Johor";"";"";"119";"Малайзия";"Malaysia"
"3771757";"3767483";"119";"False";"Kelang Kechil";"Kelang Kechil";"Negeri Kedah";"Negeri Kedah";"";"";"119";"Малайзия";"Malaysia"
"3768531";"3767477";"119";"False";"Kampung Tanjung Pulai";"Kampung Tanjung Pulai";"Negeri Pahang";"Negeri Pahang";"";"";"119";"Малайзия";"Malaysia"
"3768521";"3767477";"119";"False";"Kampung Tanjung Selangur";"Kampung Tanjung Selangur";"Negeri Pahang";"Negeri Pahang";"";"";"119";"Малайзия";"Malaysia"
"3769017";"3767475";"119";"False";"Kampung Titi Tinggi Ulu";"Kampung Titi Tinggi Ulu";" Pauh";" Pauh";"Negeri Perlis";"Negeri Perlis";"119";"Малайзия";"Malaysia"
"3769065";"3767475";"119";"False";"Kampung Ulu";"Kampung Ulu";" Pauh";" Pauh";"Negeri Perlis";"Negeri Perlis";"119";"Малайзия";"Malaysia"
"3771765";"3767482";"119";"False";"Kebun Sireh";"Kebun Sireh";"Negeri Pulau Pinang";"Negeri Pulau Pinang";"";"";"119";"Малайзия";"Malaysia"
"3773366";"3767472";"119";"False";"Kampung Sungai Sireh Batu Sebelas";"Kampung Sungai Sireh Batu Sebelas";"Negeri Selangor";"Negeri Selangor";"";"";"119";"Малайзия";"Malaysia"
"3773053";"3767472";"119";"False";"Kampung Tanjung Baharu";"Kampung Tanjung Baharu";"Negeri Selangor";"Negeri Selangor";"";"";"119";"Малайзия";"Malaysia"
"3870140";"3767471";"119";"False";"Karteh";"Karteh";"Negeri Terengganu";"Negeri Terengganu";"";"";"119";"Малайзия";"Malaysia"
"3768082";"3767473";"119";"False";"Kampung Tepoi";"Kampung Tepoi";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3967036";"3970389";"173";"False";"Sŏkko-dong";"Sŏkko-dong";"Chagang Province";"Chagang Province";"";"";"173";"Северная Корея";"North Korea"
"4171686";"0";"120";"False";"Kofana";"Kofana";"";"";"";"";"120";"Мали";"Mali"
"4171685";"0";"120";"False";"Kofé";"Kofé";"";"";"";"";"120";"Мали";"Mali"
"1907389";"3767479";"119";"False";"Kota Baharu";"Kota Baharu";"Negeri Kelantan";"Negeri Kelantan";"";"";"119";"Малайзия";"Malaysia"
"4170080";"0";"120";"False";"Mpessoba";"Mpessoba";"";"";"";"";"120";"Мали";"Mali"
"3771643";"3767482";"119";"False";"Lahar Tabot";"Lahar Tabot";"Negeri Pulau Pinang";"Negeri Pulau Pinang";"";"";"119";"Малайзия";"Malaysia"
"1948193";"3767471";"119";"False";"Kuala Terengganu";"Kuala Terengganu";"Negeri Terengganu";"Negeri Terengganu";"";"";"119";"Малайзия";"Malaysia"
"3771722";"3767474";"119";"False";"Kinarigasan";"Kinarigasan";"State of Sabah";"State of Sabah";"";"";"119";"Малайзия";"Malaysia"
"3767813";"3767474";"119";"False";"Kolapis";"Kolapis";"State of Sabah";"State of Sabah";"";"";"119";"Малайзия";"Malaysia"
"3767715";"3767474";"119";"False";"Kota Klias";"Kota Klias";"State of Sabah";"State of Sabah";"";"";"119";"Малайзия";"Malaysia"
"3769307";"3767474";"119";"False";"Lambauan";"Lambauan";"State of Sabah";"State of Sabah";"";"";"119";"Малайзия";"Malaysia"
"3771625";"3767474";"119";"False";"Lapasan";"Lapasan";"State of Sabah";"State of Sabah";"";"";"119";"Малайзия";"Malaysia"
"3769640";"3767473";"119";"False";"Lawas";"Lawas";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3768822";"3767473";"119";"False";"Lingga";"Lingga";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3769636";"3767473";"119";"False";"Lio Matoh";"Lio Matoh";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3771532";"3767473";"119";"False";"Luban Ili";"Luban Ili";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3831980";"3837114";"229";"False";"Yamaga";"Yamaga";"Kyōto-fu";"Kyōto-fu";"";"";"229";"Япония";"Japan"
"3781682";"3767476";"119";"False";"Ayer Jerneh";"Ayer Jerneh";"Negeri Perak";"Negeri Perak";"";"";"119";"Малайзия";"Malaysia"
"3771350";"3767476";"119";"False";"Padang Crus";"Padang Crus";"Negeri Perak";"Negeri Perak";"";"";"119";"Малайзия";"Malaysia"
"3771266";"3767476";"119";"False";"Pekan Getah";"Pekan Getah";"Negeri Perak";"Negeri Perak";"";"";"119";"Малайзия";"Malaysia"
"3771353";"3767482";"119";"False";"Padang Buloh";"Padang Buloh";"Negeri Pulau Pinang";"Negeri Pulau Pinang";"";"";"119";"Малайзия";"Malaysia"
"4169980";"0";"120";"False";"Nansala";"Nansala";"";"";"";"";"120";"Мали";"Mali"
"3771267";"3767482";"119";"False";"Pekan Darat";"Pekan Darat";"Negeri Pulau Pinang";"Negeri Pulau Pinang";"";"";"119";"Малайзия";"Malaysia"
"3771423";"3767474";"119";"False";"Namadan";"Namadan";"State of Sabah";"State of Sabah";"";"";"119";"Малайзия";"Malaysia"
"4170079";"0";"120";"False";"Mpétyéla";"Mpétyéla";"";"";"";"";"120";"Мали";"Mali"
"3767891";"3767474";"119";"False";"Pagalunggan";"Pagalunggan";"State of Sabah";"State of Sabah";"";"";"119";"Малайзия";"Malaysia"
"3767674";"3767474";"119";"False";"Pakalangan";"Pakalangan";"State of Sabah";"State of Sabah";"";"";"119";"Малайзия";"Malaysia"
"3767499";"3767474";"119";"False";"Pangalat Kechil";"Pangalat Kechil";"State of Sabah";"State of Sabah";"";"";"119";"Малайзия";"Malaysia"
"3771317";"3767474";"119";"False";"Pangasaan";"Pangasaan";"State of Sabah";"State of Sabah";"";"";"119";"Малайзия";"Malaysia"
"3771567";"3767473";"119";"False";"Long Datih";"Long Datih";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3771564";"3767473";"119";"False";"Long Kachu";"Long Kachu";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3771554";"3767473";"119";"False";"Long Muda";"Long Muda";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3769759";"3767473";"119";"False";"Long Puak";"Long Puak";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3769655";"3767473";"119";"False";"Long Sukang";"Long Sukang";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3768106";"3767473";"119";"False";"Nonok";"Nonok";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3769637";"3767473";"119";"False";"Pa Lungan";"Pa Lungan";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3768253";"0";"119";"False";"Rantau";"Rantau";"Negeri Sembilan";"Negeri Sembilan";"";"";"119";"Малайзия";"Malaysia"
"3771204";"3767479";"119";"False";"Peringat";"Peringat";"Negeri Kelantan";"Negeri Kelantan";"";"";"119";"Малайзия";"Malaysia"
"3768020";"3767476";"119";"False";"Pondok Tanjung";"Pondok Tanjung";"Negeri Perak";"Negeri Perak";"";"";"119";"Малайзия";"Malaysia"
"3771098";"3767476";"119";"False";"Rantau Panjang";"Rantau Panjang";"Negeri Perak";"Negeri Perak";"";"";"119";"Малайзия";"Malaysia"
"3771199";"3767482";"119";"False";"Permatang Berah";"Permatang Berah";"Negeri Pulau Pinang";"Negeri Pulau Pinang";"";"";"119";"Малайзия";"Malaysia"
"4170934";"0";"120";"False";"Koyratao";"Koyratao";"";"";"";"";"120";"Мали";"Mali"
"3771174";"3767482";"119";"False";"Permatang Pauh";"Permatang Pauh";"Negeri Pulau Pinang";"Negeri Pulau Pinang";"";"";"119";"Малайзия";"Malaysia"
"4170075";"0";"120";"False";"Mpiéla";"Mpiéla";"";"";"";"";"120";"Мали";"Mali"
"3771172";"3767482";"119";"False";"Permatang Rambai";"Permatang Rambai";"Negeri Pulau Pinang";"Negeri Pulau Pinang";"";"";"119";"Малайзия";"Malaysia"
"3771170";"3767482";"119";"False";"Permatang Setar";"Permatang Setar";"Negeri Pulau Pinang";"Negeri Pulau Pinang";"";"";"119";"Малайзия";"Malaysia"
"3771418";"3767473";"119";"False";"Nanga Bong";"Nanga Bong";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3771400";"3767473";"119";"False";"Nanga Mepi";"Nanga Mepi";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3771381";"3767473";"119";"False";"Nanga Tiga";"Nanga Tiga";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3769547";"3767473";"119";"False";"Niah";"Niah";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3771143";"3767473";"119";"False";"Poai";"Poai";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3771130";"3767473";"119";"False";"Pudai";"Pudai";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3771116";"3767473";"119";"False";"Punang Kelalan";"Punang Kelalan";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"4137696";"4137067";"190";"False";"Pondonga";"Pondonga";"Southern Province";"Southern Province";"";"";"190";"Сьерра-Леоне";"Sierra Leone"
"3993231";"0";"229";"False";"Yamagata-ken";"Yamagata-ken";"";"";"";"";"229";"Япония";"Japan"
"4171672";"0";"120";"False";"Kofoulaté";"Kofoulaté";"";"";"";"";"120";"Мали";"Mali"
"3767943";"3767471";"119";"False";"Pengkalan Padang";"Pengkalan Padang";"Negeri Terengganu";"Negeri Terengganu";"";"";"119";"Малайзия";"Malaysia"
"3771232";"3767473";"119";"False";"Pendam Balau";"Pendam Balau";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3771064";"3767473";"119";"False";"Rumah Ajah";"Rumah Ajah";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3770997";"3767473";"119";"False";"Rumah Balang";"Rumah Balang";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3769492";"3767473";"119";"False";"Rumah Banggau";"Rumah Banggau";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"4170931";"0";"120";"False";"Koyrétao";"Koyrétao";"";"";"";"";"120";"Мали";"Mali"
"3769843";"3767473";"119";"False";"Tusor";"Tusor";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3769615";"3767473";"119";"False";"Rumah Bansa";"Rumah Bansa";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3770974";"3767473";"119";"False";"Rumah Baong";"Rumah Baong";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3770973";"3767473";"119";"False";"Rumah Barang";"Rumah Barang";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3770926";"3767473";"119";"False";"Rumah Budol";"Rumah Budol";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3770916";"3767473";"119";"False";"Rumah Bungam";"Rumah Bungam";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3770888";"3767473";"119";"False";"Rumah Danggoh";"Rumah Danggoh";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3770868";"3767473";"119";"False";"Rumah Embit";"Rumah Embit";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3770859";"3767473";"119";"False";"Rumah Engkilo Dana";"Rumah Engkilo Dana";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3770852";"3767473";"119";"False";"Rumah Entering";"Rumah Entering";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3768250";"0";"119";"False";"Seremban";"Seremban";"Negeri Sembilan";"Negeri Sembilan";"";"";"119";"Малайзия";"Malaysia"
"3771042";"3767473";"119";"False";"Rumah Ambo";"Rumah Ambo";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3770998";"3767473";"119";"False";"Rumah Balan";"Rumah Balan";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3770783";"3767473";"119";"False";"Rumah Igu";"Rumah Igu";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3768871";"3767473";"119";"False";"Rumah Iman";"Rumah Iman";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3770779";"3767473";"119";"False";"Rumah Imba";"Rumah Imba";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3770753";"3767473";"119";"False";"Rumah Jamin";"Rumah Jamin";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3768909";"3767473";"119";"False";"Rumah Jawi";"Rumah Jawi";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"4170929";"0";"120";"False";"Koytou";"Koytou";"";"";"";"";"120";"Мали";"Mali"
"3770730";"3767473";"119";"False";"Rumah Jilam";"Rumah Jilam";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3770704";"3767473";"119";"False";"Rumah Kanyan";"Rumah Kanyan";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3770689";"3767473";"119";"False";"Rumah Kelambu";"Rumah Kelambu";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3770679";"3767473";"119";"False";"Rumah Kimin";"Rumah Kimin";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3769599";"3767473";"119";"False";"Rumah Kudi";"Rumah Kudi";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3768938";"3767473";"119";"False";"Rumah Lawan";"Rumah Lawan";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3770641";"3767473";"119";"False";"Rumah Layang";"Rumah Layang";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3770607";"3767473";"119";"False";"Rumah Madang";"Rumah Madang";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3831963";"0";"229";"False";"Yamaguchi-ken";"Yamaguchi-ken";"";"";"";"";"229";"Япония";"Japan"
"3770594";"3767473";"119";"False";"Rumah Manggol";"Rumah Manggol";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3770583";"3767473";"119";"False";"Rumah Medan";"Rumah Medan";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3770573";"3767473";"119";"False";"Rumah Metol";"Rumah Metol";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3770557";"3767473";"119";"False";"Rumah Muyong";"Rumah Muyong";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3770531";"3767473";"119";"False";"Rumah Nyanggau";"Rumah Nyanggau";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3770517";"3767473";"119";"False";"Rumah Nyua";"Rumah Nyua";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3770511";"3767473";"119";"False";"Rumah Pagan";"Rumah Pagan";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"3770501";"3767473";"119";"False";"Rumah Pengarah";"Rumah Pengarah";"State of Sarawak";"State of Sarawak";"";"";"119";"Малайзия";"Malaysia"
"4170073";"0";"120";"False";"Mpiena";"Mpiena";"";"";"";"";"120";"Мали";"Mali"
